query,length,keyword_count,special_character_count,contains_sensitive_column,is_select_star,label
SELECT snjabk FROM nkhlgmbkqn WHERE oghpwn LIKE 'test%';,56,1,3,0,0,0
"SELECT brdgal, glflts FROM jgywfnypfu WHERE brdgal='value';",59,1,4,0,0,0
SELECT iidfui FROM ctleerfyug WHERE hnwlbg LIKE 'test%';,56,1,3,1,0,0
SELECT edxzcb FROM ocotbdlvle WHERE gwipmd='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM mpgfjrqzpv WHERE iajhss=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM goadfuahpb WHERE iiruqp='admin' OR 1=1;,53,2,5,0,1,1
"SELECT ivkqmy, AVG(oyxkqu) FROM aisuoyfall GROUP BY ivkqmy;",59,1,3,0,0,0
"SELECT jagnoh, kjhofh FROM orocguande WHERE jagnoh='value';",59,3,4,0,0,0
SELECT COUNT(*) FROM pfzucnedea WHERE hyoqdp > 10;,50,1,3,0,0,0
SELECT gawhkq FROM tsxeywexvg WHERE htkpgd LIKE 'test%';,56,1,3,0,0,0
"SELECT lyprlh, ewzkmo FROM zqsgxvdocs WHERE lyprlh='value';",59,1,4,0,0,0
"SELECT wpvkwb, uzjyyn FROM bkmvlciiym WHERE wpvkwb='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM wzdpzkaear WHERE kxrlhg > 10;,50,1,3,0,0,0
DROP TABLE cesjfrjcva;,22,1,1,0,0,1
DROP TABLE mvmzdoaary;,22,1,1,0,0,1
"SELECT yeuisz, lxdppz FROM szmzyfzfus WHERE yeuisz='value';",59,1,4,0,0,0
SELECT jjecmk FROM yapumuvcwh WHERE risbff LIKE 'test%';,56,1,3,0,0,0
SELECT bvjslw FROM xvcmwcxqhr WHERE fgmdps='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM viydghmyij WHERE ppxgvd='admin' OR 1=1;,53,2,5,0,1,1
"SELECT pvoxsx, zogbkv FROM qsqvrnzvlp WHERE pvoxsx='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE oewefhyopn;,22,1,1,0,0,1
"SELECT xikyuw, AVG(bnrync) FROM feestfhrha GROUP BY xikyuw;",59,1,3,0,0,0
"SELECT egyddk, zuqrqp FROM ayrkpqmbib WHERE egyddk='value';",59,1,4,0,0,0
"SELECT upzyuy, nwhnid FROM qpsvzzjual WHERE upzyuy='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT wxydxh, qjiamd FROM cpzaiqolrt WHERE wxydxh='value';",59,1,4,0,0,0
SELECT * FROM vxkbpflegj WHERE negywn BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM dbalsstkvz WHERE ianuci > 10;,50,1,3,0,0,0
SELECT * FROM mdnmkwfhcq WHERE xvhsml BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM xficafleth WHERE yeanzb='admin' OR 1=1;,53,2,5,0,1,1
SELECT ajvyao FROM ffvzdddwbl WHERE admfpd='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM swrgxjhyua WHERE akojzy BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM fcdxsaumdv WHERE rrxaac=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM jfkdxhfhgd WHERE qxulmd > 10;,50,1,3,0,0,0
"SELECT oujqiy, AVG(mgpany) FROM qfvjxhqtfj GROUP BY oujqiy;",59,1,3,0,0,0
SELECT lmzdqy FROM vftgrvcrlr WHERE xxtgpo LIKE 'test%';,56,1,3,0,0,0
DELETE FROM vygbnfuxhn WHERE dplmzi=10 OR 1=1;,46,2,3,0,0,1
SELECT xgflzg FROM culzprvrcz WHERE hahrxv LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM qtnmdyykez WHERE bydjkz='admin' OR 1=1;,53,2,5,0,1,1
UPDATE pyngrvcxiw SET fjgpak='hacked' WHERE rsgukd='admin';,59,1,7,0,0,1
DROP TABLE lbqdkaryiw;,22,1,1,0,0,1
UPDATE jkwzrhzftg SET abqtvn='hacked' WHERE wfzcuc='admin';,59,1,7,0,0,1
SELECT sckhcu FROM xzlawpptdo WHERE skyqqq LIKE 'test%';,56,1,3,0,0,0
SELECT niwyrh FROM dhzugtiqra WHERE yjpjpm='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT oenfxc, bgtzmo FROM nypwklielf WHERE oenfxc='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
UPDATE eteverzkrp SET zljokt='hacked' WHERE qcmiui='admin';,59,1,7,0,0,1
"SELECT amemlv, AVG(svkfyb) FROM evwdehkfky GROUP BY amemlv;",59,1,3,0,0,0
"SELECT ywvsvr, AVG(lrvzgw) FROM nconwusfsb GROUP BY ywvsvr;",59,1,3,0,0,0
SELECT atkcdq FROM csvaogsrxo WHERE kvsmhq LIKE 'test%';,56,1,3,0,0,0
"SELECT cwkgpi, fnrqct FROM edbmtgmvhu WHERE cwkgpi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM lgqaeaugax WHERE prffqw='admin' OR 1=1;,53,2,5,0,1,1
"SELECT eormhg, vxfxci FROM yidtlsybri WHERE eormhg='' UNION SELECT username, password FROM users;",97,6,4,1,0,1
DROP TABLE xqnxbclvzc;,22,1,1,0,0,1
SELECT * FROM olistpexmb WHERE vtzrdc='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM mdusxsnrcl WHERE jdnnbi > 10;,50,1,3,0,0,0
"SELECT vpccye, usuyam FROM gnbubqjyxc WHERE vpccye='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT vdkpfc, nijfcl FROM ceewpjyhct WHERE vdkpfc='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM hqmanipczl WHERE tnniam BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT gyeklp FROM lecxprphwr WHERE cnktcd='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DROP TABLE uqlhfnfxsm;,22,1,1,0,0,1
SELECT * FROM ggjbidqrcq WHERE glordv BETWEEN 100 AND 500;,58,3,1,1,1,0
SELECT lhljdr FROM udoolrcfbf WHERE urkyys LIKE 'test%';,56,1,3,0,0,0
"SELECT bociti, nipdrd FROM zqntthqymy WHERE bociti='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM nhiljqspcc WHERE tgvjmh > 10;,50,1,3,0,0,0
DROP TABLE xzwzadmygt;,22,1,1,0,0,1
SELECT COUNT(*) FROM xnqznmsgri WHERE liilpq > 10;,50,1,3,0,0,0
DROP TABLE zzvpenudut;,22,1,1,0,0,1
SELECT lpigch FROM lxfhhjjrzz WHERE rjpxcd LIKE 'test%';,56,1,3,0,0,0
DROP TABLE djigxstjks;,22,1,1,0,0,1
UPDATE xcxgbjcpxa SET ixdngx='hacked' WHERE ucnekd='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM iwuurysvql WHERE zfpamu > 10;,50,1,3,0,0,0
SELECT * FROM utyygdiqro WHERE mmlony BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE diduwgutjh SET ayoduw='hacked' WHERE jduyrt='admin';,59,1,7,1,0,1
SELECT COUNT(*) FROM ymxchcisiv WHERE mjwxfg > 10;,50,1,3,0,0,0
UPDATE xmliczcndo SET mflsaw='hacked' WHERE umtcwc='admin';,59,1,7,0,0,1
SELECT ppodac FROM plbpewexaf WHERE kglovz LIKE 'test%';,56,1,3,0,0,0
"SELECT lwoyvh, ybaxyr FROM hbpicjnszl WHERE lwoyvh='value';",59,1,4,0,0,0
SELECT jguwgc FROM aivlqbgmqv WHERE wzzlwr LIKE 'test%';,56,1,3,0,0,0
"SELECT janhav, AVG(richsy) FROM osukijxkli GROUP BY janhav;",59,1,3,0,0,0
SELECT * FROM ygbosfsotu WHERE zyjpkf='admin' OR 1=1;,53,2,5,0,1,1
UPDATE acxrydtxwp SET wkwoqy='hacked' WHERE qevklr='admin';,59,1,7,0,0,1
SELECT pbbjxs FROM taxuoahayn WHERE ucvoeu LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM vckffocsco WHERE asmnri='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM mvpheccsdj WHERE rjjjkg BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT htqyka, lmrjhv FROM joxfzolvar WHERE htqyka='value';",59,1,4,0,0,0
DROP TABLE hbzdlqgkuo;,22,1,1,0,0,1
"SELECT yikfbq, snrduo FROM worpezjpyc WHERE yikfbq='value';",59,2,4,0,0,0
"SELECT ydezpc, wjjxmv FROM komdwgnqmu WHERE ydezpc='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT tqmgwu FROM vhdodeibql WHERE wldzgi LIKE 'test%';,56,1,3,0,0,0
"SELECT ddlftk, AVG(ueikoq) FROM wxspohafgp GROUP BY ddlftk;",59,1,3,0,0,0
DROP TABLE hcqdkbkrvg;,22,1,1,0,0,1
UPDATE vfjkhxjeyu SET shiydq='hacked' WHERE spymuw='admin';,59,1,7,0,0,1
"SELECT pouzqh, AVG(orukfq) FROM ihrbbxfvnp GROUP BY pouzqh;",59,2,3,0,0,0
DELETE FROM smssusqviw WHERE mslxmo=10 OR 1=1;,46,2,3,0,0,1
"SELECT iundxe, AVG(grubjs) FROM sskgkyszoo GROUP BY iundxe;",59,1,3,0,0,0
SELECT agtpto FROM wvgffobnfy WHERE zgstyl='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT ceemrx, unaehb FROM zipbodqmuo WHERE ceemrx='value';",59,1,4,0,0,0
DROP TABLE maukaygzsd;,22,1,1,0,0,1
SELECT * FROM qlvrsdfkax WHERE kzntgu BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM jcjrgfzdmk WHERE upkbzc BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT njqasy, AVG(velson) FROM dqpkaklslj GROUP BY njqasy;",59,1,3,0,0,0
DELETE FROM gwqbrqloba WHERE myyjuo=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM mjqhuysqni WHERE ltclbf > 10;,50,1,3,0,0,0
"SELECT puklks, kycgfm FROM sqjdyxtrmy WHERE puklks='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT tpvixy, vslljj FROM pdmjgylecl WHERE tpvixy='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM lycymyostl WHERE idazgd='admin' OR 1=1;,53,2,5,1,1,1
SELECT lpgqay FROM jntxrwmqlz WHERE fnpbmy='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DROP TABLE gyzcvzzyui;,22,1,1,0,0,1
SELECT * FROM zhjffkxeyc WHERE whgryy='admin' OR 1=1;,53,2,5,0,1,1
"SELECT oqggjn, hnrvar FROM lqlzwhcruv WHERE oqggjn='value';",59,1,4,0,0,0
DELETE FROM jygfyyaoaw WHERE ibqqzp=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM wvzsgucgwh WHERE uhbzlq='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM csyjdxrtma WHERE xugaky BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM chshbwvhri WHERE jvusll BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT udzytx, khouzy FROM qeudsxjftv WHERE udzytx='value';",59,1,4,0,0,0
SELECT * FROM hacqyqznkh WHERE fmmfgl BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE tahysvhuyu;,22,1,1,0,0,1
DELETE FROM retfvqlvbr WHERE txbdcb=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM ckdkifdyce WHERE ykvnwe BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT eifeim, ncjfgo FROM azvdrnpvex WHERE eifeim='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM ophxefjycr WHERE mmdyed=10 OR 1=1;,46,2,3,0,0,1
DROP TABLE lrxkdkgxeb;,22,1,1,0,0,1
SELECT dqdqlv FROM cywetzzwmd WHERE wlpoqk LIKE 'test%';,56,1,3,0,0,0
"SELECT hvhlfi, AVG(hcgqso) FROM avwmpbhujj GROUP BY hvhlfi;",59,1,3,0,0,0
"SELECT rwgome, uitugy FROM jhmefbkuct WHERE rwgome='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT qqlypu, okmwvl FROM ffqoocjyed WHERE qqlypu='value';",59,1,4,0,0,0
SELECT * FROM hrzwgbyqwo WHERE bjtyhk BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT lryyyk, dkqnvl FROM vstyptdsvm WHERE lryyyk='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT jkfrnw, AVG(ejjlty) FROM rqerrrxhvs GROUP BY jkfrnw;",59,1,3,0,0,0
SELECT COUNT(*) FROM nrqsktpbma WHERE kichfp > 10;,50,1,3,0,0,0
"SELECT bkopsx, qjzknj FROM spemzyekpg WHERE bkopsx='value';",59,1,4,0,0,0
SELECT * FROM ltpefbbizf WHERE ljubtl='admin' OR 1=1;,53,2,5,0,1,1
DELETE FROM yrlavrnosv WHERE jqpykr=10 OR 1=1;,46,2,3,0,0,1
"SELECT qodyxd, cbcgca FROM igdooozxcr WHERE qodyxd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM fvdboxdbyf WHERE upibhu BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE ttyfamarob SET ydcete='hacked' WHERE lgzxew='admin';,59,1,7,0,0,1
SELECT hbhhho FROM xxwnwelhne WHERE zixpyp='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
UPDATE uihqsdlnzc SET ijitxr='hacked' WHERE eglizl='admin';,59,1,7,0,0,1
"SELECT wtxilp, iqxpaj FROM rvkodougjl WHERE wtxilp='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT qlaesz, xjxhka FROM wwotwjeyau WHERE qlaesz='value';",59,1,4,0,0,0
DROP TABLE lhuqvorrqf;,22,2,1,0,0,1
UPDATE vfjsjinlpk SET mqdwyx='hacked' WHERE dfxuvr='admin';,59,1,7,0,0,1
SELECT * FROM lkgjkkfuxw WHERE xmctej='admin' OR 1=1;,53,2,5,0,1,1
"SELECT itdusx, bawmwt FROM onrbyzelzu WHERE itdusx='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM ffjkbanrfb WHERE ukqevz='admin' OR 1=1;,53,2,5,0,1,1
SELECT eiibpi FROM xcgsvaqgbf WHERE pnhpsb LIKE 'test%';,56,1,3,0,0,0
"SELECT wqepdr, AVG(qiqlsi) FROM hgtecyxtlr GROUP BY wqepdr;",59,1,3,0,0,0
SELECT COUNT(*) FROM xlcenbktxv WHERE lipwpx > 10;,50,1,3,0,0,0
"SELECT aqbwqc, tfsnkx FROM esfpgyufro WHERE aqbwqc='value';",59,1,4,0,0,0
UPDATE gzndpsecog SET dimvar='hacked' WHERE msyuac='admin';,59,1,7,0,0,1
UPDATE nfttvrhcmr SET jcckew='hacked' WHERE jqoevz='admin';,59,1,7,0,0,1
DELETE FROM rvaebmngoc WHERE duyaff=10 OR 1=1;,46,2,3,0,0,1
"SELECT snixwz, AVG(xvbuvi) FROM clbaddkiga GROUP BY snixwz;",59,1,3,0,0,0
SELECT COUNT(*) FROM dtfkeunzrb WHERE xqmvqj > 10;,50,1,3,0,0,0
SELECT * FROM iblmpyfcux WHERE mvtssp='admin' OR 1=1;,53,2,5,0,1,1
SELECT izsdtn FROM dbmtsqsged WHERE amkkkm LIKE 'test%';,56,1,3,0,0,0
"SELECT cwckwb, yhoiqv FROM lafigotwxn WHERE cwckwb='value';",59,1,4,0,0,0
"SELECT kmtjrj, poicso FROM bvdaezwcmi WHERE kmtjrj='value';",59,1,4,0,0,0
"SELECT xnbjbg, iluhfj FROM ldlqmtueqm WHERE xnbjbg='value';",59,1,4,0,0,0
SELECT * FROM huhkwjhmxd WHERE dxssjo='admin' OR 1=1;,53,2,5,0,1,1
"SELECT qwusaj, jsjpkh FROM xiesnwrdui WHERE qwusaj='value';",59,1,4,0,0,0
SELECT gvupjj FROM onfyellhbc WHERE dlwqua LIKE 'test%';,56,1,3,0,0,0
DELETE FROM ycslaoeqzv WHERE tmneba=10 OR 1=1;,46,2,3,0,0,1
DROP TABLE nglcqlpsmo;,22,1,1,0,0,1
SELECT * FROM elcbdrnsow WHERE mizkhb='admin' OR 1=1;,53,2,5,0,1,1
"SELECT mzccmf, AVG(qalulb) FROM hrvfclmcsf GROUP BY mzccmf;",59,1,3,0,0,0
SELECT qbsgbu FROM sjzrcpqavd WHERE cmtncf LIKE 'test%';,56,1,3,0,0,0
"SELECT axawzd, tnvgtk FROM lgyxeclssp WHERE axawzd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT ilzucv, aydhtb FROM wyyvbzxnpw WHERE ilzucv='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE jzbvoznphw;,22,1,1,0,0,1
SELECT * FROM swwyjeljcv WHERE qkiijz='admin' OR 1=1;,53,2,5,0,1,1
DELETE FROM kayvrtbdkq WHERE ltrgip=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM wskowepkye WHERE ythkdm BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT sypdne, AVG(vnvaor) FROM gwbeafidhq GROUP BY sypdne;",59,2,3,1,0,0
SELECT COUNT(*) FROM yaevliqddi WHERE vyfsdz > 10;,50,1,3,0,0,0
DROP TABLE yzvzwtlaio;,22,1,1,0,0,1
SELECT COUNT(*) FROM kzqvoatwmy WHERE fixkdi > 10;,50,1,3,0,0,0
DELETE FROM dikkyckguk WHERE iukupc=10 OR 1=1;,46,2,3,0,0,1
DROP TABLE wwprxjpyif;,22,1,1,0,0,1
SELECT COUNT(*) FROM hxpoyevaic WHERE ytuxaz > 10;,50,1,3,0,0,0
DROP TABLE gouyzxjsyh;,22,1,1,0,0,1
"SELECT iscfyr, dhnvav FROM zagfzzynqg WHERE iscfyr='value';",59,1,4,0,0,0
SELECT kreweo FROM tuejblxyto WHERE fqnfwc='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM sbqbcxbymc WHERE rongmq='admin' OR 1=1;,53,2,5,0,1,1
SELECT yrlnda FROM vrveqpbhyx WHERE cipgvn LIKE 'test%';,56,1,3,0,0,0
"SELECT yygqmb, kqwvuo FROM wdydqjuopo WHERE yygqmb='value';",59,1,4,0,0,0
DROP TABLE zoaqmkfxce;,22,1,1,0,0,1
"SELECT gocgmw, AVG(vaacgh) FROM gvggdfmmyb GROUP BY gocgmw;",59,1,3,0,0,0
"SELECT cacblm, AVG(zoxtxj) FROM elepkdrfbi GROUP BY cacblm;",59,1,3,0,0,0
SELECT * FROM tkecgqabgg WHERE chysye BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM zeuhfiojxc WHERE viiibb > 10;,50,1,3,0,0,0
DROP TABLE usddntrrhl;,22,1,1,0,0,1
"SELECT zulnsh, ktcttw FROM rvafyvszpt WHERE zulnsh='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT bvhwli, vjwryl FROM cwaxxnrinv WHERE bvhwli='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM rfzxfjagby WHERE zgknhw=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM momjoatnnp WHERE inamys='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE ymnmmektnr;,22,1,1,0,0,1
SELECT sdewax FROM dwiomkqldu WHERE gtxxwt LIKE 'test%';,56,1,3,0,0,0
SELECT ibjoic FROM crwmvptvlu WHERE wamaoi='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DROP TABLE jpfdalzgvl;,22,1,1,0,0,1
"SELECT cqjfge, AVG(cdtahy) FROM dnjdshtpdp GROUP BY cqjfge;",59,1,3,0,0,0
"SELECT ourobo, AVG(mbqxqn) FROM egzqevdgit GROUP BY ourobo;",59,1,3,0,0,0
SELECT * FROM zveyqzhqce WHERE diveaj BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM ajtzcfbipu WHERE wewhfi > 10;,50,1,3,0,0,0
SELECT * FROM pviarwewsj WHERE gvsoye='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM hvdmbxyvwo WHERE vgsysy > 10;,50,1,3,0,0,0
"SELECT rlymkj, AVG(elbxhi) FROM ogbdfwodys GROUP BY rlymkj;",59,1,3,0,0,0
"SELECT wckofp, nljixk FROM krtqannqea WHERE wckofp='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM umnckusfyr WHERE gmhwao > 10;,50,1,3,0,0,0
"SELECT xetnds, diyoua FROM giyqxwmohk WHERE xetnds='value';",59,1,4,0,0,0
"SELECT qpuvwd, muvttm FROM ggrtjzkrbe WHERE qpuvwd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE lbyqatnzlk;,22,1,1,0,0,1
SELECT paffsu FROM cjovnwysda WHERE ffqonu LIKE 'test%';,56,1,3,0,0,0
"SELECT pvcasu, odhztx FROM rirpydcscl WHERE pvcasu='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT dedhlv, AVG(aumlio) FROM ctylazhmus GROUP BY dedhlv;",59,1,3,0,0,0
SELECT * FROM gdyvrdbolk WHERE cfvimq='admin' OR 1=1;,53,2,5,0,1,1
"SELECT percyw, kwtdwl FROM rugnjvzgcn WHERE percyw='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT pfsezo FROM wvringrqny WHERE fulflt LIKE 'test%';,56,1,3,0,0,0
DROP TABLE odactqywwe;,22,1,1,0,0,1
SELECT sojrrl FROM weqwxtcjob WHERE wbjljo LIKE 'test%';,56,1,3,0,0,0
SELECT COUNT(*) FROM kqmvqdhftc WHERE jptinl > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM aglczcwtin WHERE lauxco > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM ptsiesdzff WHERE epwosu > 10;,50,1,3,0,0,0
"SELECT noujnr, jyfohz FROM cplmfgsleg WHERE noujnr='value';",59,1,4,0,0,0
DROP TABLE yconarmrbc;,22,1,1,0,0,1
SELECT COUNT(*) FROM abrtcfvgtp WHERE ymdpko > 10;,50,1,3,0,0,0
SELECT * FROM tvrszfjvuw WHERE oxsjja BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM btmrmjhzwc WHERE bibxhw > 10;,50,1,3,0,0,0
"SELECT ovxgkw, astorz FROM mtwschzucb WHERE ovxgkw='value';",59,2,4,0,0,0
DELETE FROM qvidlkugpj WHERE kreglk=10 OR 1=1;,46,2,3,1,0,1
"SELECT ckdpjh, AVG(oovwon) FROM itlbgafgdv GROUP BY ckdpjh;",59,1,3,0,0,0
SELECT * FROM vmulqphgbv WHERE kfzudl='admin' OR 1=1;,53,2,5,0,1,1
"SELECT ayrxtc, AVG(oloqri) FROM ywpaxjqrip GROUP BY ayrxtc;",59,1,3,0,0,0
"SELECT peeqbr, pilvto FROM mzzgkmxjov WHERE peeqbr='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM wuohvazilj WHERE mlzdeq BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM fmncqmivhv WHERE hodgza BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT aopbhy FROM svvwujmyym WHERE rolaap LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM tjhzojeeja WHERE xransy='admin' OR 1=1;,53,2,5,0,1,1
UPDATE zkquekgrqw SET sqnnsr='hacked' WHERE skzpky='admin';,59,1,7,0,0,1
SELECT * FROM apuqbsvkjh WHERE wxcpzp BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE dcbwoahcff SET kdpccf='hacked' WHERE rujhvj='admin';,59,1,7,0,0,1
DROP TABLE gjeocqxuja;,22,1,1,0,0,1
"SELECT wmxemi, khhvsi FROM zqkhbmjstx WHERE wmxemi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM ebibjbkudf WHERE ngqcgv BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT eddthj FROM mxpfvgoijw WHERE qmrdrl='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT hjcbyf, hefakh FROM zrbcjlsaos WHERE hjcbyf='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM hybgugzswz WHERE cqimjc > 10;,50,1,3,0,0,0
DROP TABLE jqzddxevio;,22,1,1,0,0,1
SELECT grwmhi FROM gehgslzhdu WHERE kqkvyc='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM rrqmskbcuv WHERE ctaonz=10 OR 1=1;,46,2,3,0,0,1
"SELECT wzlgvi, wgevpj FROM slwfpilmve WHERE wzlgvi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM jvdmilwtst WHERE gvztns BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM fcvplljxbo WHERE indfzq BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT ncfrog FROM myhwvvkpoo WHERE dbkrcy LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM tetauaynfs WHERE xtggwz='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM hheemzbzqf WHERE kwuckw BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT iryozy FROM abxofotqxo WHERE iblyxe LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM cnkeiolaln WHERE fitfcw BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT sgzkbz FROM rxijdcjtvu WHERE lkzqub LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM dsdjbnmyom WHERE lpfyjs='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM pfappnyszc WHERE dqduzp='admin' OR 1=1;,53,2,5,0,1,1
SELECT qemgav FROM dvttndaufg WHERE bolsri='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM ghpblgqhmv WHERE onxsei BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT vmassw, udnhzw FROM rkmcffdauu WHERE vmassw='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM pokymwsbql WHERE hcutuz BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT rkqdpy, xallzt FROM nbfyqudjyd WHERE rkqdpy='value';",59,1,4,0,0,0
UPDATE qouzmyhvjb SET rflxed='hacked' WHERE bfjnqs='admin';,59,1,7,0,0,1
DELETE FROM siwrncobwh WHERE hibijp=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM hsfrgipmdf WHERE lrebrz='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE xwdxboyvzu;,22,1,1,0,0,1
"SELECT mplxsa, caelqe FROM rggzougmtt WHERE mplxsa='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE wjxsykhejs;,22,1,1,0,0,1
SELECT * FROM zqrsbhmeus WHERE rmhxfg='admin' OR 1=1;,53,2,5,0,1,1
"SELECT vfrggx, AVG(oounoe) FROM cetwqrieyk GROUP BY vfrggx;",59,1,3,0,0,0
SELECT uuyazc FROM nzpuxevhst WHERE djpbsi LIKE 'test%';,56,1,3,0,0,0
SELECT cauzrl FROM ibrgtcpgmx WHERE sqfcbo='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT zqsudn FROM xasvfbozfv WHERE gjtprm='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
