Query_ID,Query_String,Length,Special_Chars,Keyword_Count,Mutation_Count,Anomaly_Score,Label
1566,SELECT COUNT(*) FROM employees WHERE department='HR';,56,7,5,3,0.0465,Safe
1567,SELECT COUNT(*) FROM employees WHERE department='HR';,83,3,2,0,0.3598,Safe
1568,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",157,4,2,0,0.9101,Safe
1569,DELETE FROM logs WHERE timestamp < '2024-01-01';,76,4,2,2,0.3203,Safe
1570,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",118,10,5,1,0.8403,Malicious
1571,DELETE FROM logs WHERE timestamp < '2024-01-01';,55,5,3,3,0.7937,Safe
1572,DROP TABLE users; --,73,10,1,0,0.7923,Malicious
1573,DELETE FROM logs WHERE timestamp < '2024-01-01';,89,7,5,2,0.1985,Safe
1574,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",92,6,4,3,0.2382,Safe
1575,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,91,1,5,3,0.3452,Malicious
1576,DELETE FROM logs WHERE timestamp < '2024-01-01';,60,0,3,2,0.3554,Safe
1577,SELECT * FROM users WHERE username='' OR '1'='1'; --,141,3,1,0,0.2008,Malicious
1578,SELECT * FROM users WHERE username='' OR '1'='1'; --,137,0,2,0,0.2957,Malicious
1579,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,180,10,4,3,0.0093,Malicious
1580,UPDATE accounts SET balance=999999 WHERE account_id=202; --,98,6,2,2,0.6343,Malicious
1581,UPDATE accounts SET balance=5000 WHERE account_id=202;,146,0,2,2,0.9956,Safe
1582,SELECT * FROM users WHERE username='john_doe' AND password='1234';,198,0,2,1,0.7558,Safe
1583,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",199,7,5,0,0.773,Safe
1584,UPDATE accounts SET balance=999999 WHERE account_id=202; --,170,4,1,1,0.9898,Malicious
1585,UPDATE accounts SET balance=999999 WHERE account_id=202; --,120,8,1,3,0.0676,Malicious
1586,UPDATE accounts SET balance=999999 WHERE account_id=202; --,147,4,5,2,0.1376,Malicious
1587,DELETE FROM logs WHERE timestamp < '2024-01-01';,125,0,2,3,0.3101,Safe
1588,UPDATE accounts SET balance=5000 WHERE account_id=202;,157,2,1,2,0.9436,Safe
1589,DROP TABLE users; --,137,1,1,1,0.4229,Malicious
1590,SELECT COUNT(*) FROM employees WHERE department='HR';,24,1,2,3,0.0427,Safe
1591,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",158,4,4,1,0.9495,Safe
1592,UPDATE accounts SET balance=999999 WHERE account_id=202; --,167,9,1,1,0.7709,Malicious
1593,UPDATE accounts SET balance=999999 WHERE account_id=202; --,119,8,4,1,0.6802,Malicious
1594,SELECT * FROM users WHERE username='john_doe' AND password='1234';,135,8,5,1,0.2632,Safe
1595,SELECT * FROM users WHERE username='' OR '1'='1'; --,152,8,3,1,0.9257,Malicious
1596,SELECT * FROM users WHERE username='john_doe' AND password='1234';,50,1,1,0,0.5046,Safe
1597,SELECT * FROM users WHERE username='john_doe' AND password='1234';,62,10,3,3,0.3663,Safe
1598,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",115,8,4,3,0.3574,Safe
1599,SELECT * FROM users WHERE username='john_doe' AND password='1234';,92,4,4,3,0.5207,Safe
1600,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,174,7,1,1,0.4039,Malicious
1601,DROP TABLE users; --,170,6,3,1,0.371,Malicious
1602,SELECT * FROM users WHERE username='john_doe' AND password='1234';,95,6,4,2,0.446,Safe
1603,SELECT * FROM users WHERE username='' OR '1'='1'; --,193,10,1,0,0.1682,Malicious
1604,SELECT * FROM users WHERE username='' OR '1'='1'; --,78,8,5,0,0.0066,Malicious
1605,SELECT COUNT(*) FROM employees WHERE department='HR';,62,8,5,2,0.4826,Safe
1606,SELECT * FROM users WHERE username='john_doe' AND password='1234';,33,3,5,3,0.417,Safe
1607,UPDATE accounts SET balance=5000 WHERE account_id=202;,126,0,4,2,0.7009,Safe
1608,SELECT * FROM users WHERE username='john_doe' AND password='1234';,37,5,3,2,0.7486,Safe
1609,DELETE FROM logs WHERE timestamp < '2024-01-01';,150,9,2,2,0.2989,Safe
1610,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",73,5,4,2,0.4817,Safe
1611,UPDATE accounts SET balance=5000 WHERE account_id=202;,57,7,5,3,0.084,Safe
1612,SELECT * FROM users WHERE username='john_doe' AND password='1234';,34,3,2,1,0.2544,Safe
1613,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",199,0,2,1,0.9789,Malicious
1614,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",26,0,2,2,0.8656,Safe
1615,SELECT COUNT(*) FROM employees WHERE department='HR';,63,7,5,3,0.3179,Safe
1616,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",95,1,4,2,0.1645,Safe
1617,SELECT COUNT(*) FROM employees WHERE department='HR';,98,3,2,2,0.795,Safe
1618,SELECT * FROM users WHERE username='john_doe' AND password='1234';,74,7,3,0,0.5702,Safe
1619,DELETE FROM logs WHERE timestamp < '2024-01-01';,181,10,1,2,0.4108,Safe
1620,SELECT * FROM users WHERE username='john_doe' AND password='1234';,134,7,3,0,0.7957,Safe
1621,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",79,3,3,3,0.919,Safe
1622,DELETE FROM logs WHERE timestamp < '2024-01-01';,114,5,2,1,0.3588,Safe
1623,SELECT * FROM users WHERE username='' OR '1'='1'; --,46,1,5,0,0.9138,Malicious
1624,DROP TABLE users; --,30,1,1,2,0.0919,Malicious
1625,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",101,4,3,0,0.0748,Safe
1626,SELECT COUNT(*) FROM employees WHERE department='HR';,59,7,1,2,0.9805,Safe
1627,UPDATE accounts SET balance=5000 WHERE account_id=202;,63,2,5,2,0.1842,Safe
1628,DELETE FROM logs WHERE timestamp < '2024-01-01';,43,5,2,1,0.493,Safe
1629,DROP TABLE users; --,179,4,2,3,0.6901,Malicious
1630,SELECT * FROM users WHERE username='' OR '1'='1'; --,20,8,1,0,0.5197,Malicious
1631,SELECT COUNT(*) FROM employees WHERE department='HR';,110,10,1,2,0.5529,Safe
1632,DELETE FROM logs WHERE timestamp < '2024-01-01';,122,8,3,2,0.8436,Safe
1633,SELECT * FROM users WHERE username='' OR '1'='1'; --,196,0,1,0,0.9624,Malicious
1634,DELETE FROM logs WHERE timestamp < '2024-01-01';,23,2,5,0,0.0206,Safe
1635,SELECT * FROM users WHERE username='john_doe' AND password='1234';,185,6,2,2,0.0215,Safe
1636,UPDATE accounts SET balance=5000 WHERE account_id=202;,48,10,5,2,0.2213,Safe
1637,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",55,2,4,2,0.0042,Safe
1638,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,96,6,3,3,0.6645,Malicious
1639,UPDATE accounts SET balance=999999 WHERE account_id=202; --,43,6,2,1,0.1106,Malicious
1640,SELECT COUNT(*) FROM employees WHERE department='HR';,155,7,2,1,0.0425,Safe
1641,SELECT * FROM users WHERE username='john_doe' AND password='1234';,133,9,5,2,0.2343,Safe
1642,DROP TABLE users; --,80,0,2,0,0.0249,Malicious
1643,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",198,10,1,2,0.4002,Safe
1644,SELECT COUNT(*) FROM employees WHERE department='HR';,32,0,4,0,0.0335,Safe
1645,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,90,1,4,2,0.7643,Malicious
1646,DELETE FROM logs WHERE timestamp < '2024-01-01';,98,9,2,1,0.2858,Safe
1647,SELECT COUNT(*) FROM employees WHERE department='HR';,20,5,4,1,0.1969,Safe
1648,UPDATE accounts SET balance=5000 WHERE account_id=202;,85,4,5,0,0.6124,Safe
1649,SELECT * FROM users WHERE username='john_doe' AND password='1234';,117,2,4,2,0.5224,Safe
1650,SELECT COUNT(*) FROM employees WHERE department='HR';,83,0,2,3,0.3476,Safe
1651,DELETE FROM logs WHERE timestamp < '2024-01-01';,80,5,5,1,0.6461,Safe
1652,SELECT * FROM users WHERE username='' OR '1'='1'; --,148,0,2,1,0.7117,Malicious
1653,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",131,2,4,0,0.8469,Malicious
1654,DELETE FROM logs WHERE timestamp < '2024-01-01';,134,3,4,0,0.6592,Safe
1655,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,105,8,2,1,0.2108,Malicious
1656,DELETE FROM logs WHERE timestamp < '2024-01-01';,35,10,1,2,0.2799,Safe
1657,UPDATE accounts SET balance=999999 WHERE account_id=202; --,167,9,3,0,0.6514,Malicious
1658,UPDATE accounts SET balance=5000 WHERE account_id=202;,196,8,1,0,0.3204,Safe
1659,SELECT * FROM users WHERE username='' OR '1'='1'; --,82,9,3,0,0.6395,Malicious
1660,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",178,5,2,2,0.4117,Safe
1661,SELECT * FROM users WHERE username='john_doe' AND password='1234';,53,4,3,2,0.5849,Safe
1662,SELECT COUNT(*) FROM employees WHERE department='HR';,68,8,5,1,0.2439,Safe
1663,SELECT * FROM users WHERE username='john_doe' AND password='1234';,107,6,3,3,0.1092,Safe
1664,UPDATE accounts SET balance=999999 WHERE account_id=202; --,73,3,5,0,0.5548,Malicious
1665,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,192,1,5,0,0.3966,Malicious
1666,DROP TABLE users; --,80,10,4,1,0.5588,Malicious
1667,DELETE FROM logs WHERE timestamp < '2024-01-01';,118,0,3,3,0.0599,Safe
1668,SELECT * FROM users WHERE username='john_doe' AND password='1234';,63,7,3,2,0.4848,Safe
1669,SELECT COUNT(*) FROM employees WHERE department='HR';,125,5,5,2,0.3861,Safe
1670,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,154,6,1,0,0.9212,Malicious
1671,DELETE FROM logs WHERE timestamp < '2024-01-01';,42,2,5,0,0.1807,Safe
1672,DROP TABLE users; --,147,1,1,1,0.4194,Malicious
1673,DELETE FROM logs WHERE timestamp < '2024-01-01';,136,9,2,3,0.3894,Safe
1674,SELECT * FROM users WHERE username='john_doe' AND password='1234';,93,1,4,2,0.2127,Safe
1675,DELETE FROM logs WHERE timestamp < '2024-01-01';,137,9,4,2,0.9747,Safe
1676,SELECT * FROM users WHERE username='john_doe' AND password='1234';,70,6,1,0,0.8203,Safe
1677,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,27,7,2,1,0.9174,Malicious
1678,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",177,3,3,3,0.3885,Safe
1679,UPDATE accounts SET balance=5000 WHERE account_id=202;,61,10,2,0,0.4095,Safe
1680,UPDATE accounts SET balance=5000 WHERE account_id=202;,49,6,1,1,0.694,Safe
1681,UPDATE accounts SET balance=999999 WHERE account_id=202; --,190,7,3,3,0.5759,Malicious
1682,SELECT * FROM users WHERE username='john_doe' AND password='1234';,42,0,3,1,0.6109,Safe
1683,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",164,1,1,0,0.1805,Safe
1684,UPDATE accounts SET balance=5000 WHERE account_id=202;,59,5,3,2,0.9264,Safe
1685,SELECT * FROM users WHERE username='john_doe' AND password='1234';,20,1,4,1,0.2302,Safe
1686,DROP TABLE users; --,98,10,2,3,0.8096,Malicious
1687,UPDATE accounts SET balance=999999 WHERE account_id=202; --,105,3,1,3,0.5569,Malicious
1688,DROP TABLE users; --,156,7,1,0,0.7828,Malicious
1689,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,178,7,5,3,0.4377,Malicious
1690,DROP TABLE users; --,55,3,3,3,0.7749,Malicious
1691,DELETE FROM logs WHERE timestamp < '2024-01-01';,104,3,4,2,0.3066,Safe
1692,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,110,2,5,2,0.0279,Malicious
1693,DROP TABLE users; --,192,10,5,3,0.737,Malicious
1694,SELECT COUNT(*) FROM employees WHERE department='HR';,28,4,1,3,0.1038,Safe
1695,SELECT * FROM users WHERE username='john_doe' AND password='1234';,164,10,2,0,0.0471,Safe
1696,UPDATE accounts SET balance=999999 WHERE account_id=202; --,200,9,4,0,0.6276,Malicious
1697,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",60,2,1,1,0.6493,Malicious
1698,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",170,9,3,1,0.6679,Malicious
1699,DROP TABLE users; --,191,8,3,1,0.067,Malicious
1700,SELECT * FROM users WHERE username='john_doe' AND password='1234';,53,5,2,2,0.6953,Safe
1701,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",49,8,3,3,0.5541,Safe
1702,UPDATE accounts SET balance=5000 WHERE account_id=202;,127,4,1,3,0.9919,Safe
1703,SELECT * FROM users WHERE username='john_doe' AND password='1234';,146,7,3,0,0.5321,Safe
1704,UPDATE accounts SET balance=5000 WHERE account_id=202;,188,7,5,3,0.5724,Safe
1705,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",75,1,4,1,0.2811,Safe
1706,UPDATE accounts SET balance=5000 WHERE account_id=202;,193,7,4,3,0.6616,Safe
1707,UPDATE accounts SET balance=5000 WHERE account_id=202;,21,2,3,1,0.1406,Safe
1708,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",186,3,2,1,0.0446,Safe
1709,UPDATE accounts SET balance=5000 WHERE account_id=202;,167,0,5,1,0.7033,Safe
1710,UPDATE accounts SET balance=5000 WHERE account_id=202;,72,0,1,2,0.7506,Safe
1711,DROP TABLE users; --,28,1,4,0,0.4529,Malicious
1712,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",22,7,1,2,0.0509,Safe
1713,DELETE FROM logs WHERE timestamp < '2024-01-01';,97,0,2,2,0.3125,Safe
1714,SELECT * FROM users WHERE username='' OR '1'='1'; --,31,2,5,0,0.8459,Malicious
1715,UPDATE accounts SET balance=999999 WHERE account_id=202; --,187,8,5,2,0.1343,Malicious
1716,DROP TABLE users; --,111,3,4,1,0.7571,Malicious
1717,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",176,8,5,3,0.2322,Safe
1718,SELECT COUNT(*) FROM employees WHERE department='HR';,177,3,2,2,0.6226,Safe
1719,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",53,5,1,3,0.7797,Safe
1720,SELECT * FROM users WHERE username='john_doe' AND password='1234';,43,3,2,2,0.1804,Safe
1721,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,172,10,5,3,0.4537,Malicious
1722,SELECT COUNT(*) FROM employees WHERE department='HR';,113,5,1,0,0.6814,Safe
1723,UPDATE accounts SET balance=5000 WHERE account_id=202;,196,9,4,3,0.3872,Safe
1724,UPDATE accounts SET balance=5000 WHERE account_id=202;,61,0,4,3,0.6217,Safe
1725,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,131,2,4,0,0.6625,Malicious
1726,SELECT COUNT(*) FROM employees WHERE department='HR';,187,5,4,1,0.4443,Safe
1727,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",46,5,3,2,0.2617,Malicious
1728,DELETE FROM logs WHERE timestamp < '2024-01-01';,66,6,4,0,0.3763,Safe
1729,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,126,8,5,2,0.4807,Malicious
1730,UPDATE accounts SET balance=5000 WHERE account_id=202;,120,8,5,3,0.1867,Safe
1731,SELECT * FROM users WHERE username='john_doe' AND password='1234';,175,5,4,3,0.7699,Safe
1732,SELECT COUNT(*) FROM employees WHERE department='HR';,108,2,1,2,0.3524,Safe
1733,UPDATE accounts SET balance=5000 WHERE account_id=202;,59,5,4,1,0.4988,Safe
1734,DELETE FROM logs WHERE timestamp < '2024-01-01';,48,9,1,3,0.2958,Safe
1735,SELECT * FROM users WHERE username='' OR '1'='1'; --,22,0,4,0,0.1188,Malicious
1736,UPDATE accounts SET balance=999999 WHERE account_id=202; --,188,3,5,3,0.507,Malicious
1737,UPDATE accounts SET balance=5000 WHERE account_id=202;,106,1,2,1,0.1498,Safe
1738,DROP TABLE users; --,130,3,5,3,0.4743,Malicious
1739,SELECT COUNT(*) FROM employees WHERE department='HR';,162,3,2,3,0.4576,Safe
1740,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,199,6,2,0,0.1659,Malicious
1741,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",83,0,1,0,0.2993,Malicious
1742,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",131,7,2,2,0.2304,Malicious
1743,SELECT COUNT(*) FROM employees WHERE department='HR';,158,3,5,0,0.1796,Safe
1744,UPDATE accounts SET balance=999999 WHERE account_id=202; --,31,0,3,1,0.6686,Malicious
1745,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",53,10,2,0,0.6894,Malicious
1746,SELECT COUNT(*) FROM employees WHERE department='HR';,35,9,1,1,0.824,Safe
1747,UPDATE accounts SET balance=999999 WHERE account_id=202; --,71,4,4,3,0.429,Malicious
1748,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",178,3,4,0,0.1853,Malicious
1749,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",100,5,2,0,0.1203,Safe
1750,UPDATE accounts SET balance=999999 WHERE account_id=202; --,40,9,5,1,0.4692,Malicious
1751,SELECT * FROM users WHERE username='john_doe' AND password='1234';,198,4,3,3,0.3652,Safe
1752,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",68,6,1,1,0.7737,Safe
1753,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",88,10,5,3,0.4333,Malicious
1754,SELECT * FROM users WHERE username='john_doe' AND password='1234';,178,3,4,3,0.5148,Safe
1755,SELECT COUNT(*) FROM employees WHERE department='HR';,187,1,4,0,0.9354,Safe
1756,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",145,3,3,1,0.0768,Malicious
1757,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",70,6,5,0,0.4015,Safe
1758,DROP TABLE users; --,77,1,4,3,0.0061,Malicious
1759,DELETE FROM logs WHERE timestamp < '2024-01-01';,97,7,1,2,0.6414,Safe
1760,UPDATE accounts SET balance=999999 WHERE account_id=202; --,123,2,3,0,0.826,Malicious
1761,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",97,0,3,0,0.5225,Malicious
1762,UPDATE accounts SET balance=5000 WHERE account_id=202;,115,6,3,0,0.9327,Safe
1763,DROP TABLE users; --,146,4,3,3,0.3749,Malicious
1764,DELETE FROM logs WHERE timestamp < '2024-01-01';,185,4,1,1,0.1643,Safe
1765,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",150,3,3,1,0.0581,Malicious
1766,UPDATE accounts SET balance=999999 WHERE account_id=202; --,141,3,2,0,0.3021,Malicious
1767,UPDATE accounts SET balance=999999 WHERE account_id=202; --,130,0,5,3,0.3195,Malicious
1768,UPDATE accounts SET balance=5000 WHERE account_id=202;,57,2,1,2,0.2815,Safe
1769,SELECT * FROM users WHERE username='john_doe' AND password='1234';,53,0,5,1,0.1319,Safe
1770,SELECT * FROM users WHERE username='john_doe' AND password='1234';,137,3,5,2,0.0555,Safe
1771,SELECT * FROM users WHERE username='john_doe' AND password='1234';,151,10,1,0,0.6918,Safe
1772,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",69,5,4,2,0.5686,Malicious
1773,DELETE FROM logs WHERE timestamp < '2024-01-01';,57,8,1,0,0.5043,Safe
1774,DELETE FROM logs WHERE timestamp < '2024-01-01';,119,7,5,2,0.0565,Safe
1775,DROP TABLE users; --,195,6,2,2,0.9578,Malicious
1776,UPDATE accounts SET balance=999999 WHERE account_id=202; --,136,2,1,0,0.7424,Malicious
1777,SELECT * FROM users WHERE username='john_doe' AND password='1234';,58,5,1,0,0.451,Safe
1778,UPDATE accounts SET balance=5000 WHERE account_id=202;,88,7,1,3,0.8696,Safe
1779,SELECT * FROM users WHERE username='' OR '1'='1'; --,167,2,2,0,0.1379,Malicious
1780,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,83,0,4,0,0.4787,Malicious
1781,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,95,0,2,0,0.8566,Malicious
1782,DELETE FROM logs WHERE timestamp < '2024-01-01';,61,6,5,1,0.8989,Safe
1783,DROP TABLE users; --,163,8,5,1,0.9622,Malicious
1784,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",64,9,2,3,0.2748,Malicious
1785,UPDATE accounts SET balance=999999 WHERE account_id=202; --,194,2,5,2,0.4964,Malicious
1786,UPDATE accounts SET balance=999999 WHERE account_id=202; --,53,3,2,1,0.028,Malicious
1787,SELECT * FROM users WHERE username='' OR '1'='1'; --,129,6,2,0,0.5971,Malicious
1788,DELETE FROM logs WHERE timestamp < '2024-01-01';,65,8,4,2,0.7799,Safe
1789,DELETE FROM logs WHERE timestamp < '2024-01-01';,128,5,5,1,0.175,Safe
1790,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",60,2,2,1,0.9179,Malicious
1791,UPDATE accounts SET balance=5000 WHERE account_id=202;,107,10,2,2,0.0202,Safe
1792,UPDATE accounts SET balance=5000 WHERE account_id=202;,146,8,5,3,0.1208,Safe
1793,UPDATE accounts SET balance=5000 WHERE account_id=202;,189,3,3,1,0.9201,Safe
1794,UPDATE accounts SET balance=5000 WHERE account_id=202;,101,6,2,1,0.1667,Safe
1795,DELETE FROM logs WHERE timestamp < '2024-01-01';,160,2,2,1,0.0798,Safe
1796,DELETE FROM logs WHERE timestamp < '2024-01-01';,82,1,1,1,0.5882,Safe
1797,SELECT * FROM users WHERE username='john_doe' AND password='1234';,171,1,3,3,0.0595,Safe
1798,DROP TABLE users; --,69,8,2,0,0.8494,Malicious
1799,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",178,3,4,0,0.3202,Safe
1800,SELECT * FROM users WHERE username='' OR '1'='1'; --,47,4,1,1,0.2954,Malicious
1801,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,140,5,5,0,0.3373,Malicious
1802,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",23,7,1,1,0.7484,Malicious
1803,DELETE FROM logs WHERE timestamp < '2024-01-01';,144,5,1,1,0.5312,Safe
1804,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",148,2,3,0,0.3778,Safe
1805,DELETE FROM logs WHERE timestamp < '2024-01-01';,164,2,1,1,0.5426,Safe
1806,SELECT * FROM users WHERE username='' OR '1'='1'; --,60,6,3,0,0.4088,Malicious
1807,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,126,4,3,3,0.7176,Malicious
1808,SELECT * FROM users WHERE username='john_doe' AND password='1234';,97,9,1,1,0.9933,Safe
1809,DELETE FROM logs WHERE timestamp < '2024-01-01';,153,2,3,3,0.1693,Safe
1810,UPDATE accounts SET balance=999999 WHERE account_id=202; --,95,1,5,0,0.1502,Malicious
1811,UPDATE accounts SET balance=5000 WHERE account_id=202;,162,4,5,0,0.7407,Safe
1812,SELECT COUNT(*) FROM employees WHERE department='HR';,159,2,4,1,0.1801,Safe
1813,SELECT COUNT(*) FROM employees WHERE department='HR';,85,4,3,1,0.6066,Safe
1814,DELETE FROM logs WHERE timestamp < '2024-01-01';,83,1,1,3,0.4112,Safe
1815,UPDATE accounts SET balance=5000 WHERE account_id=202;,115,1,1,3,0.9106,Safe
1816,SELECT * FROM users WHERE username='john_doe' AND password='1234';,77,2,3,0,0.908,Safe
1817,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",46,10,1,3,0.8196,Malicious
1818,SELECT COUNT(*) FROM employees WHERE department='HR';,135,7,1,1,0.5781,Safe
1819,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,99,3,5,0,0.6122,Malicious
1820,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",190,0,4,3,0.9088,Malicious
1821,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",150,6,2,3,0.5772,Safe
1822,UPDATE accounts SET balance=5000 WHERE account_id=202;,111,1,1,2,0.0601,Safe
1823,DELETE FROM logs WHERE timestamp < '2024-01-01';,143,10,2,1,0.7872,Safe
1824,SELECT COUNT(*) FROM employees WHERE department='HR';,51,10,4,0,0.2051,Safe
1825,DROP TABLE users; --,113,5,4,2,0.1514,Malicious
1826,SELECT COUNT(*) FROM employees WHERE department='HR';,71,2,4,1,0.5448,Safe
1827,DELETE FROM logs WHERE timestamp < '2024-01-01';,51,8,3,0,0.9981,Safe
1828,UPDATE accounts SET balance=5000 WHERE account_id=202;,197,5,5,1,0.0442,Safe
1829,DELETE FROM logs WHERE timestamp < '2024-01-01';,193,6,4,1,0.3531,Safe
1830,UPDATE accounts SET balance=5000 WHERE account_id=202;,73,10,1,0,0.1375,Safe
1831,DELETE FROM logs WHERE timestamp < '2024-01-01';,175,8,2,2,0.384,Safe
1832,SELECT COUNT(*) FROM employees WHERE department='HR';,51,9,2,2,0.4733,Safe
1833,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",160,4,4,3,0.9399,Safe
1834,UPDATE accounts SET balance=999999 WHERE account_id=202; --,175,8,2,1,0.2805,Malicious
1835,SELECT COUNT(*) FROM employees WHERE department='HR';,51,10,4,0,0.215,Safe
1836,SELECT * FROM users WHERE username='' OR '1'='1'; --,177,8,4,0,0.3257,Malicious
1837,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",135,5,4,0,0.0967,Malicious
1838,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,191,7,3,2,0.032,Malicious
1839,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,77,6,1,3,0.5879,Malicious
1840,SELECT * FROM users WHERE username='john_doe' AND password='1234';,64,10,4,1,0.384,Safe
1841,UPDATE accounts SET balance=999999 WHERE account_id=202; --,132,1,5,1,0.4372,Malicious
1842,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",106,0,1,0,0.8676,Malicious
1843,DELETE FROM logs WHERE timestamp < '2024-01-01';,38,8,2,2,0.0993,Safe
1844,DELETE FROM logs WHERE timestamp < '2024-01-01';,113,0,4,3,0.5463,Safe
1845,SELECT COUNT(*) FROM employees WHERE department='HR';,192,1,4,1,0.0553,Safe
1846,DROP TABLE users; --,65,4,3,3,0.6751,Malicious
